"OrphaCode","Name","DisorderType","DisorderGroup","ICD10_Reference","ICD10_MappingRelation"
"675396","Epithelioid hemangioma","Disease","Disorder",NA,NA
"675404","May-Thurner syndrome","Disease","Disorder",NA,NA
"675628","TLR8-related inflammation-severe neutropenia-bone marrow failure-lymphoproliferation syndrome","Disease","Disorder",NA,NA
"101063","Situs inversus totalis","Morphological anomaly","Disorder","Q89.3","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"667678","Intraoral basal cell carcinoma","Disease","Disorder","D00.0","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"667662","Breast implant-associated anaplastic large cell lymphoma","Disease","Disorder","C84.7","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"672979","Craniosynostosis-facial dysmorphism-brachydactyly syndrome","Malformation syndrome","Disorder","Q87.0","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"673466","Malignant vascular tumor","Clinical group","Group of disorders",NA,NA
"672985","Craniosynostosis-skeletal and cerebellar anomalies-learning disabilities syndrome","Malformation syndrome","Disorder","Q87.0","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"101022","Mediterranean macrothrombocytopenia","Disease","Disorder",NA,NA
"101023","Cleft hard palate","Morphological anomaly","Disorder","Q35.1","E (Exact mapping: the two concepts are equivalent)"
"673473","Borderline vascular tumor","Clinical group","Group of disorders",NA,NA
"673470","Benign vascular tumor","Clinical group","Group of disorders",NA,NA
"101009","Autosomal dominant spastic paraplegia type 29","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"101010","Autosomal spastic paraplegia type 30","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"101011","Autosomal dominant spastic paraplegia type 31","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"101016","Romano-Ward syndrome","Disease","Disorder","I45.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"673580","Classic pilocytic astrocytoma","Clinical subtype","Subtype of disorder",NA,NA
"673585","Pilocytic astrocytoma with histological features of anaplasia","Clinical subtype","Subtype of disorder",NA,NA
"101033","OBSOLETE: Peters anomaly-cataract syndrome","Clinical subtype","Subtype of disorder",NA,NA
"674499","Proteoglycan-related bone disorder","Category","Group of disorders",NA,NA
"101036","OBSOLETE: Zlotogura-Martinez syndrome","Malformation syndrome","Disorder",NA,NA
"674648","Syndrome with congenital phagocyte functional defect as a major feature","Category","Group of disorders",NA,NA
"674653","Actinomyopathy-associated syndromic thrombocytopenia","Disease","Disorder",NA,NA
"674762","Early-onset autoinflammatory syndrome due to A20 haploinsufficiency","Disease","Disorder",NA,NA
"674896","Non-syndromic congenital phagocyte functional defect","Category","Group of disorders",NA,NA
"101039","Female restricted epilepsy with intellectual disability","Disease","Disorder","G40.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"673525","Intravascular papillary endothelial hyperplasia","Disease","Disorder",NA,NA
"673538","Littoral cell hemangioma of the spleen","Disease","Disorder",NA,NA
"101028","Transaldolase deficiency","Disease","Disorder","E74.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"673543","Papillary hemangioma","Disease","Disorder",NA,NA
"101030","Subependymal nodular heterotopia","Clinical subtype","Subtype of disorder","Q04.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"101029","Sub-cortical nodular heterotopia","Clinical subtype","Subtype of disorder","Q04.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"673556","Pseudomyogenic hemangioendothelioma","Disease","Disorder",NA,NA
"673568","Eccrine angiomatous hamartoma","Disease","Disorder",NA,NA
"673574","Reactive angioendotheliomatosis","Disease","Disorder",NA,NA
"100984","Autosomal dominant spastic paraplegia type 3","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"100982","Autosomal recessive pure spastic paraplegia","Clinical group","Group of disorders",NA,NA
"100981","Autosomal recessive complex spastic paraplegia","Clinical group","Group of disorders",NA,NA
"100980","Autosomal dominant pure spastic paraplegia","Clinical group","Group of disorders",NA,NA
"100979","Autosomal dominant complex spastic paraplegia","Clinical group","Group of disorders",NA,NA
"100978","Cloverleaf skull-asphyxiating thoracic dysplasia syndrome","Malformation syndrome","Disorder","Q87.5","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"100991","Autosomal dominant spastic paraplegia type 10","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"100990","OBSOLETE: Autosomal dominant spastic paraplegia type 9","Disease","Disorder",NA,NA
"100989","Autosomal dominant spastic paraplegia type 8","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"100988","Autosomal dominant spastic paraplegia type 6","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"100986","Autosomal recessive spastic paraplegia type 5A","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"100985","Autosomal dominant spastic paraplegia type 4","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"100999","Autosomal dominant spastic paraplegia type 19","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"101000","Autosomal recessive spastic paraplegia type 20","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"100997","X-linked spastic paraplegia type 16","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"100998","Autosomal dominant spastic paraplegia type 17","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"100995","Autosomal recessive spastic paraplegia type 14","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"100996","Autosomal recessive spastic paraplegia type 15","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"100993","Autosomal dominant spastic paraplegia type 12","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"100994","Autosomal dominant spastic paraplegia type 13","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"101007","Autosomal recessive spastic paraplegia type 27","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"101008","Autosomal recessive spastic paraplegia type 28","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"101005","Autosomal recessive spastic paraplegia type 25","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"101006","Autosomal recessive spastic paraplegia type 26","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"101003","Autosomal recessive spastic paraplegia type 23","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"101004","Autosomal recessive spastic paraplegia type 24","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"101001","Autosomal recessive spastic paraplegia type 21","Disease","Disorder","G11.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"675822","Well-differentiated papillary mesothelial tumour of the pleura","Disease","Disorder",NA,NA
"100088","Rare thyroid carcinoma","Category","Group of disorders",NA,NA
"675833","Localized pleural mesothelioma","Clinical subtype","Subtype of disorder",NA,NA
"675837","Diffused pleural mesothelioma","Clinical subtype","Subtype of disorder",NA,NA
"100091","Adrenal/paraganglial tumor","Category","Group of disorders",NA,NA
"675841","Pleural mesothelioma in situ","Clinical subtype","Subtype of disorder",NA,NA
"100090","Rare parathyroid tumor","Category","Group of disorders",NA,NA
"100085","Primary hepatic neuroendocrine carcinoma","Disease","Disorder","C22.7","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"675775","Severe congenital myelofibrosis-pancytopenia-intellectual disability-neurologic and ophthalmic abnormalities syndrome","Disease","Disorder",NA,NA
"100084","Middle ear neuroendocrine tumor","Disease","Disorder","C30.1","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"675782","Progressive hypotonia-intellectual disability-facial dysmorphism syndrome due to FYVE-defective RBSN","Disease","Disorder",NA,NA
"100087","Rare thyroid tumor","Category","Group of disorders",NA,NA
"675814","Adenomatoid tumour of the pleura","Disease","Disorder",NA,NA
"100086","Gallbladder neuroendocrine tumor","Disease","Disorder","C23","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"676039","Combined immunodeficiency due to FOXN1 haploinsufficiency","Disease","Disorder",NA,NA
"100101","Neuroendocrine tumor with other location","Category","Group of disorders",NA,NA
"100100","Thymic tumor","Category","Group of disorders",NA,NA
"676125","X-linked immune dysregulation with inflammatory bowel disease due to ELF4 deficiency","Disease","Disorder",NA,NA
"675976","Adenomatoid tumour of the peritoneum","Disease","Disorder",NA,NA
"100093","Carcinoid syndrome","Clinical syndrome","Disorder","E34.0","E (Exact mapping: the two concepts are equivalent)"
"676030","Primary benign peritoneal tumor","Category","Group of disorders",NA,NA
"100092","Gastroenteropancreatic neuroendocrine neoplasm","Category","Group of disorders",NA,NA
"676033","Well-differentiated papillary mesothelial tumour of the peritoneum","Disease","Disorder",NA,NA
"676036","Peritoneal mesothelioma in situ","Disease","Disorder",NA,NA
"100094","Multiple polyglandular tumor","Category","Group of disorders",NA,NA
"100924","Porphyria due to ALA dehydratase deficiency","Disease","Disorder","E80.2","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"100932","OBSOLETE: Nuclear oculomotor paralysis","Category","Group of disorders",NA,NA
"100642","NON RARE IN EUROPE: Gonorrhea","Disease","Disorder",NA,NA
"100973","FRAXE intellectual disability","Disease","Disorder","Q99.2","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"100974","FRAXF syndrome","Disease","Disorder","Q99.2","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"100976","Bathing suit ichthyosis","Disease","Disorder","Q80.2","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"100054","F12-related hereditary angioedema with normal C1Inh","Clinical subtype","Subtype of disorder","T78.3","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"100051","Hereditary angioedema type 2","Etiological subtype","Subtype of disorder","D84.1","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"100057","Renin-angiotensin-aldosterone system-blocker-induced angioedema","Disease","Disorder","T78.3","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"100056","Acquired angioedema type 1","Clinical subtype","Subtype of disorder","T78.3","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"100055","Acquired angioedema type 2","Clinical subtype","Subtype of disorder","T78.3","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"100069","Semantic dementia","Disease","Disorder","G31.0","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"100070","Progressive non-fluent aphasia","Disease","Disorder","G31.0","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
